 Year,Month,Producer Type,Fuel (D Code),FuelCategory,RINs,Volume
2010,7,Domestic,D4,Biodiesel (EV 1.5),"56,301,349","37,533,691"
2010,7,Importer,D4,Biodiesel (EV 1.5),"2,066,116","1,377,408"
2010,7,Domestic,D5,Renewable Heating Oil (EV 1.6),"663,032","414,393"
2010,7,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"471,290","277,228"
2010,7,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"347,397","347,397"
2010,7,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"60,420","37,764"
2010,7,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,114,587,380","1,114,587,380"
2010,7,Domestic,D6,Biodiesel (EV 1.5),"3,745,459","2,496,971"
2010,7,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"1,203,165","1,203,165"
2010,8,Domestic,D4,Biodiesel (EV 1.5),"43,250,641","28,833,177"
2010,8,Importer,D4,Biodiesel (EV 1.5),"3,473,253","2,315,495"
2010,8,Domestic,D5,Renewable Heating Oil (EV 1.6),"1,336,309","835,191"
2010,8,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"973,770","572,804"
2010,8,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"373,169","373,169"
2010,8,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"252,309","157,694"
2010,8,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,111,134,084","1,111,134,084"
2010,8,Domestic,D6,Biodiesel (EV 1.5),"5,294,161","3,529,440"
2010,8,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"443,599","443,599"
2010,9,Domestic,D4,Biodiesel (EV 1.5),"53,516,322","35,676,995"
2010,9,Importer,D4,Biodiesel (EV 1.5),"1,863,617","1,242,409"
2010,9,Domestic,D5,Renewable Heating Oil (EV 1.6),"1,226,281","766,425"
2010,9,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"808,771","475,747"
2010,9,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"796,780","497,989"
2010,9,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"320,813","320,813"
2010,9,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,101,994,951","1,101,994,951"
2010,9,Domestic,D6,Biodiesel (EV 1.5),"8,711,313","5,807,541"
2010,9,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"222,920","222,920"
2010,10,Domestic,D4,Biodiesel (EV 1.5),"55,175,596","36,783,265"
2010,10,Importer,D4,Biodiesel (EV 1.5),"5,398,629","3,599,083"
2010,10,Domestic,D5,Renewable Heating Oil (EV 1.6),"2,311,149","1,444,469"
2010,10,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"1,867,398","1,167,125"
2010,10,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"487,443","286,731"
2010,10,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"338,770","338,770"
2010,10,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,111,232,019","1,111,232,019"
2010,10,Domestic,D6,Biodiesel (EV 1.5),"226,107","150,737"
2010,10,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"164,225","164,225"
2010,11,Domestic,D4,Biodiesel (EV 1.5),"46,066,755","30,710,824"
2010,11,Importer,D4,Biodiesel (EV 1.5),"2,985,941","1,990,621"
2010,11,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"594,555","349,738"
2010,11,Domestic,D5,Renewable Heating Oil (EV 1.6),"3,430,279","2,143,924"
2010,11,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"2,307,174","1,441,986"
2010,11,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"910,657","910,657"
2010,11,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"751,489","442,052"
2010,11,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,138,095,958","1,138,095,958"
2010,11,Domestic,D6,Biodiesel (EV 1.5),"656,485","437,656"
2010,11,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"345,673","345,673"
2010,12,Domestic,D4,Biodiesel (EV 1.5),"48,627,279","32,417,898"
2010,12,Importer,D4,Biodiesel (EV 1.5),"2,943,750","1,962,490"
2010,12,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"627,882","369,343"
2010,12,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"384,763","240,476"
2010,12,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"2,996,022","1,872,516"
2010,12,Domestic,D5,Renewable Heating Oil (EV 1.6),"2,830,119","1,768,827"
2010,12,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,752,211","1,752,211"
2010,12,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"998,580","587,400"
2010,12,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,197,646,493","1,197,646,493"
2010,12,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"237,904","237,904"
2010,12,Domestic,D6,Biodiesel (EV 1.5),"145,953","97,302"
2011,1,Domestic,D4,Biodiesel (EV 1.5),"49,317,013","32,877,627"
2011,1,Importer,D4,Biodiesel (EV 1.5),"3,954,656","2,636,424"
2011,1,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"3,293,041","1,937,082"
2011,1,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"345,024","215,640"
2011,1,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"2,932,800","1,833,004"
2011,1,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,723,406","1,723,406"
2011,1,Domestic,D5,Renewable Heating Oil (EV 1.6),"784,262","490,163"
2011,1,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"751,620","442,129"
2011,1,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,160,289,818","1,160,289,818"
2011,1,Domestic,D6,Biodiesel (EV 1.5),"188,702","125,801"
2011,1,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"91,760","91,760"
2011,2,Domestic,D4,Biodiesel (EV 1.5),"62,304,416","41,535,834"
2011,2,Importer,D4,Biodiesel (EV 1.5),"2,004,085","1,336,045"
2011,2,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"378,648","236,655"
2011,2,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,503,587","1,503,587"
2011,2,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"945,629","591,021"
2011,2,Domestic,D5,Renewable Heating Oil (EV 1.6),"264,333","165,209"
2011,2,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"228,701","134,530"
2011,2,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,054,084,139","1,054,084,139"
2011,2,Domestic,D6,Biodiesel (EV 1.5),"339,405","226,270"
2011,3,Domestic,D4,Biodiesel (EV 1.5),"95,015,057","63,342,553"
2011,3,Importer,D4,Biodiesel (EV 1.5),"6,941,490","4,627,645"
2011,3,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"2,773,285","1,631,344"
2011,3,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"1,208,043","755,025"
2011,3,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,822,590","1,822,590"
2011,3,Domestic,D5,Renewable Heating Oil (EV 1.6),"1,041,681","651,051"
2011,3,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"891,421","557,144"
2011,3,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"353,380","207,870"
2011,3,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,225,662,401","1,225,662,401"
2011,3,Domestic,D6,Biodiesel (EV 1.5),"267,723","178,482"
2011,4,Domestic,D4,Biodiesel (EV 1.5),"105,452,128","70,300,597"
2011,4,Importer,D4,Biodiesel (EV 1.5),"3,317,642","2,211,755"
2011,4,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"2,202,989","1,295,875"
2011,4,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"626,221","391,384"
2011,4,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,614,284","1,614,284"
2011,4,Domestic,D5,Renewable Heating Oil (EV 1.6),"492,893","308,060"
2011,4,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"303,601","189,755"
2011,4,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"152,817","89,893"
2011,4,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,069,645,214","1,069,645,214"
2011,5,Domestic,D4,Biodiesel (EV 1.5),"116,341,988","77,560,283"
2011,5,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"3,948,915","2,322,891"
2011,5,Importer,D4,Biodiesel (EV 1.5),"3,374,894","2,249,922"
2011,5,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"1,315,440","822,133"
2011,5,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"6,585,611","4,116,009"
2011,5,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,699,974","1,699,974"
2011,5,Domestic,D5,Renewable Heating Oil (EV 1.6),"512,090","320,058"
2011,5,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"449,837","264,610"
2011,5,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,139,975,440","1,139,975,440"
2011,5,Domestic,D6,Biodiesel (EV 1.5),"476,208","317,472"
2011,6,Domestic,D4,Biodiesel (EV 1.5),"116,676,585","77,783,252"
2011,6,Importer,D4,Biodiesel (EV 1.5),"5,265,168","3,510,101"
2011,6,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"3,746,294","2,203,702"
2011,6,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"2,463,521","1,539,698"
2011,6,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"3,035,212","3,035,212"
2011,6,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,201,578","2,201,578"
2011,6,Domestic,D5,Renewable Heating Oil (EV 1.6),"971,392","607,121"
2011,6,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"729,112","428,889"
2011,6,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"626,298","391,438"
2011,6,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,164,385,720","1,164,385,720"
2011,6,Domestic,D6,Biodiesel (EV 1.5),"633,036","422,024"
2011,7,Domestic,D4,Biodiesel (EV 1.5),"130,317,412","86,877,103"
2011,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"7,087,334","4,169,020"
2011,7,Importer,D4,Biodiesel (EV 1.5),"3,781,710","2,521,122"
2011,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"2,333,297","1,458,311"
2011,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"42,906","28,604"
2011,7,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"13,166,006","13,166,006"
2011,7,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,035,393","2,035,393"
2011,7,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"911,469","536,158"
2011,7,Domestic,D5,Renewable Heating Oil (EV 1.6),"495,674","309,797"
2011,7,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"438,833","274,273"
2011,7,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,126,250,203","1,126,250,203"
2011,7,Domestic,D6,Biodiesel (EV 1.5),"236,202","157,468"
2011,8,Domestic,D4,Biodiesel (EV 1.5),"151,122,737","100,747,046"
2011,8,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"9,276,290","5,456,641"
2011,8,Importer,D4,Biodiesel (EV 1.5),"3,875,787","2,583,842"
2011,8,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"2,842,891","1,776,803"
2011,8,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"98,960","65,973"
2011,8,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"22,822,671","22,822,671"
2011,8,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,961,596","1,961,596"
2011,8,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"961,700","565,704"
2011,8,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"928,372","580,234"
2011,8,Domestic,D5,Renewable Heating Oil (EV 1.6),"775,279","484,550"
2011,8,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","308,293","308,293"
2011,8,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,165,619,176","1,165,619,176"
2011,8,Domestic,D6,Biodiesel (EV 1.5),"309,609","206,406"
2011,9,Domestic,D4,Biodiesel (EV 1.5),"171,125,259","114,082,130"
2011,9,Importer,D4,Biodiesel (EV 1.5),"6,967,494","4,644,979"
2011,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"3,495,106","2,055,944"
2011,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"3,100,743","1,937,964"
2011,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"23,400","15,600"
2011,9,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"35,850,732","35,850,732"
2011,9,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"2,021,278","1,263,302"
2011,9,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,836,413","1,836,413"
2011,9,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"1,064,643","626,260"
2011,9,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","297,653","297,653"
2011,9,Domestic,D5,Renewable Heating Oil (EV 1.6),"268,031","167,520"
2011,9,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,077,770,849","1,077,770,849"
2011,9,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"1,551,573","1,551,573"
2011,9,Domestic,D6,Biodiesel (EV 1.5),"218,066","145,377"
2011,10,Domestic,D4,Biodiesel (EV 1.5),"167,688,075","111,790,839"
2011,10,Importer,D4,Biodiesel (EV 1.5),"6,830,065","4,553,366"
2011,10,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"5,656,281","3,327,224"
2011,10,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"3,857,413","2,410,880"
2011,10,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"45,000","30,000"
2011,10,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"19,149,943","19,149,943"
2011,10,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,885,529","1,885,529"
2011,10,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"1,099,952","687,473"
2011,10,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"786,165","462,449"
2011,10,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","207,334","207,334"
2011,10,Domestic,D5,Renewable Heating Oil (EV 1.6),"30,646","19,154"
2011,10,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,101,246,796","1,101,246,796"
2011,10,Domestic,D6,Biodiesel (EV 1.5),"2,830,068","1,886,711"
2011,10,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"822,011","822,011"
2011,11,Domestic,D4,Biodiesel (EV 1.5),"157,917,245","105,277,138"
2011,11,Importer,D4,Biodiesel (EV 1.5),"4,792,044","3,194,691"
2011,11,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"3,498,972","2,186,856"
2011,11,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"2,573,023","1,513,543"
2011,11,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"25,215,515","25,215,515"
2011,11,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"2,048,868","1,280,544"
2011,11,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,644,525","1,644,525"
2011,11,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"430,061","252,977"
2011,11,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","297,813","297,813"
2011,11,Domestic,D5,Renewable Heating Oil (EV 1.6),"49,969","31,231"
2011,11,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,139,105,723","1,139,105,723"
2011,11,Domestic,D6,Biodiesel (EV 1.5),"759,558","506,372"
2011,11,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"738,947","738,947"
2011,12,Domestic,D4,Biodiesel (EV 1.5),"226,116,883","150,743,545"
2011,12,Importer,D4,Biodiesel (EV 1.5),"15,584,528","10,389,680"
2011,12,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"7,439,444","4,376,143"
2011,12,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"1,857,182","1,160,739"
2011,12,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"53,185,709","53,185,709"
2011,12,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,394,142","1,394,142"
2011,12,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"891,767","524,569"
2011,12,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"671,007","419,381"
2011,12,Domestic,D5,Renewable Heating Oil (EV 1.6),"494,127","308,830"
2011,12,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","312,801","312,801"
2011,12,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,181,817,350","1,181,817,350"
2012,1,Domestic,D4,Biodiesel (EV 1.5),"90,177,628","60,117,730"
2012,1,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"6,266,146","3,685,968"
2012,1,Importer,D4,Biodiesel (EV 1.5),"1,557,591","1,038,381"
2012,1,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"29,861","18,663"
2012,1,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"3,924,080","3,924,080"
2012,1,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,206,799","2,206,799"
2012,1,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"785,846","462,261"
2012,1,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","264,944","264,944"
2012,1,Domestic,D5,Renewable Heating Oil (EV 1.6),"95,207","59,505"
2012,1,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"80,752","50,472"
2012,1,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,178,481,937","1,178,481,937"
2012,2,Domestic,D4,Biodiesel (EV 1.5),"108,767,510","72,510,777"
2012,2,Importer,D4,Biodiesel (EV 1.5),"6,033,036","4,022,017"
2012,2,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"2,460,578","1,447,398"
2012,2,Foreign Generation,D4,Biodiesel (EV 1.5),"130,196","86,797"
2012,2,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"15,528","9,705"
2012,2,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"14,250","9,500"
2012,2,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"2,225,421","1,390,888"
2012,2,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,190,906","2,190,906"
2012,2,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"564,390","331,993"
2012,2,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","295,752","295,752"
2012,2,Domestic,D5,Renewable Heating Oil (EV 1.6),"41,060","25,663"
2012,2,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,079,500,947","1,079,500,947"
2012,2,Domestic,D6,Biodiesel (EV 1.5),"626,129","417,419"
2012,3,Domestic,D4,Biodiesel (EV 1.5),"142,728,693","95,151,425"
2012,3,Importer,D4,Biodiesel (EV 1.5),"6,465,141","4,310,074"
2012,3,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"6,187,504","3,639,708"
2012,3,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"5,301,327","3,118,428"
2012,3,Foreign Generation,D4,Biodiesel (EV 1.5),"1,693,781","1,129,187"
2012,3,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"1,610,957","1,006,848"
2012,3,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"87,000","58,000"
2012,3,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"18,534,884","18,534,884"
2012,3,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,084,816","2,084,816"
2012,3,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"579,905","362,441"
2012,3,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"488,364","287,273"
2012,3,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","239,203","239,203"
2012,3,Domestic,D5,Renewable Heating Oil (EV 1.6),"10,326","6,454"
2012,3,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,136,870,708","1,136,870,708"
2012,4,Domestic,D3,Cellulosic Ethanol (EV 1.0),"20,069","20,069"
2012,4,Domestic,D4,Biodiesel (EV 1.5),"138,874,229","92,581,599"
2012,4,Importer,D4,Biodiesel (EV 1.5),"3,986,638","2,657,742"
2012,4,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"2,981,002","1,863,128"
2012,4,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"2,014,593","1,185,054"
2012,4,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"1,103,098","648,881"
2012,4,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"200,797","133,864"
2012,4,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"13,760,307","13,760,307"
2012,4,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,237,130","2,237,130"
2012,4,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"627,303","369,002"
2012,4,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","233,286","233,286"
2012,4,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"2,080","1,300"
2012,4,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,096,194,768","1,096,194,768"
2012,5,Domestic,D4,Biodiesel (EV 1.5),"161,334,404","107,554,758"
2012,5,Foreign Generation,D4,Biodiesel (EV 1.5),"7,296,597","4,864,398"
2012,5,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"5,843,978","3,437,634"
2012,5,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"3,925,078","2,453,173"
2012,5,Importer,D4,Biodiesel (EV 1.5),"3,198,200","2,132,126"
2012,5,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"1,302,167","765,981"
2012,5,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"207,888","138,592"
2012,5,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"14,054,596","14,054,596"
2012,5,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,609,704","2,609,704"
2012,5,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"692,330","407,252"
2012,5,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","289,218","289,218"
2012,5,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"2,000","1,250"
2012,5,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,131,920,310","1,131,920,310"
2012,6,Domestic,D4,Biodiesel (EV 1.5),"159,922,530","106,613,644"
2012,6,Importer,D4,Biodiesel (EV 1.5),"8,816,321","5,877,535"
2012,6,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"4,573,340","2,690,200"
2012,6,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"3,698,680","2,175,694"
2012,6,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"1,450,405","906,500"
2012,6,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"36,895,958","36,895,958"
2012,6,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,690,340","2,690,340"
2012,6,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"763,959","449,386"
2012,6,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","260,906","260,906"
2012,6,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"97,677","61,048"
2012,6,Domestic,D5,Renewable Heating Oil (EV 1.6),"19,307","12,067"
2012,6,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,085,594,445","1,085,594,445"
2012,7,Domestic,D4,Biodiesel (EV 1.5),"146,015,297","97,342,403"
2012,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"8,056,171","4,738,922"
2012,7,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"5,244,966","3,085,274"
2012,7,Importer,D4,Biodiesel (EV 1.5),"3,975,750","2,650,483"
2012,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"1,212,270","757,671"
2012,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"341,496","227,664"
2012,7,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"48,445,637","48,445,637"
2012,7,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,522,719","2,522,719"
2012,7,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"471,723","294,827"
2012,7,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"441,366","259,627"
2012,7,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","279,550","279,550"
2012,7,Domestic,D5,Renewable Heating Oil (EV 1.6),"30,224","18,890"
2012,7,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,057,188,151","1,057,188,151"
2012,8,Domestic,D4,Biodiesel (EV 1.5),"144,383,483","96,254,350"
2012,8,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"6,533,837","3,843,433"
2012,8,Importer,D4,Biodiesel (EV 1.5),"5,099,150","3,399,417"
2012,8,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"1,752,396","1,030,821"
2012,8,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"573,201","358,250"
2012,8,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"68,805","45,870"
2012,8,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"82,020,340","82,020,340"
2012,8,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,687,091","2,687,091"
2012,8,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"2,095,656","1,232,738"
2012,8,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","305,175","305,175"
2012,8,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"1,296",810
2012,8,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,095,988,419","1,095,988,419"
2012,8,Domestic,D6,Biodiesel (EV 1.5),"148,634","99,089"
2012,9,Domestic,D4,Biodiesel (EV 1.5),"122,010,608","81,339,106"
2012,9,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"14,983,692","8,813,936"
2012,9,Importer,D4,Biodiesel (EV 1.5),"6,005,520","4,003,665"
2012,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"3,825,557","2,250,327"
2012,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"489,539","305,963"
2012,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"213,753","142,502"
2012,9,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"74,568,582","74,568,582"
2012,9,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,013,963","2,013,963"
2012,9,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"1,766,513","1,039,125"
2012,9,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","79,715","79,715"
2012,9,Domestic,D5,Non-ester Renewable Diesel (EV 1.6),"1,600","1,000"
2012,9,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"985,889,758","985,889,758"
2012,10,Domestic,D4,Biodiesel (EV 1.5),"120,902,540","80,600,435"
2012,10,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"21,620,626","12,718,015"
2012,10,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"3,333,413","1,960,831"
2012,10,Importer,D4,Biodiesel (EV 1.5),"2,720,250","1,813,495"
